# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung'  

LOGGER_INFO_BEGIN 
{info:{board_id:4,id_str:'STRATO4 Version 1.3',serial:'916',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',v_ma:'1',v_mi:'3'},sw_version:{v_ma:'2',v_mi:'0',v_pa:'0',v_info:'STD',bt_t:'16:27:48',bt_d:'May 14 2022'}}} 
LOGGER_INFO_END 
CSV_DATA_SECTION_BEGIN 
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s] 
3794.422;3794.123;2023-04-26T08:23:20.0Z;3;52.2642755;9.9259442;1.6;5018.2;83.3;9;5064.4;10.3;-15.7;-16.7;528.9;28.98;25165;21158;19704;19893;9367;0.52;8.72;3.29;5.05;0.411;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3796.422;3796.117;2023-04-26T08:23:22.0Z;3;52.2641032;9.9265311;1.6;5027.4;78.3;9;5073.6;10.3;-15.5;-16.5;528.2;28.58;25165;19586;6730;7213;14774;0.55;8.72;3.29;5.06;0.411;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3798.422;3798.112;2023-04-26T08:23:24.0Z;3;52.2639562;9.9271071;1.6;5038.5;74.9;9;5084.7;10.3;-15.5;-16.4;527.5;27.90;25165;15375;15315;1142;20785;0.62;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3800.422;3800.108;2023-04-26T08:23:26.0Z;3;52.2637963;9.9276234;1.6;5050.4;66.6;9;5096.5;10.4;-15.5;-16.5;526.8;26.69;25165;1596;17246;5442;22441;0.52;8.71;3.29;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3802.422;3802.103;2023-04-26T08:23:28.0Z;3;52.2636297;9.9280373;1.6;5061.3;58.1;9;5107.5;10.3;-15.5;-16.5;525.8;26.62;25165;3563;21376;17239;14282;0.53;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3804.422;3804.099;2023-04-26T08:23:30.0Z;3;52.2634436;9.9284370;1.6;5074.1;65.8;9;5120.3;10.3;-15.2;-16.3;525.0;26.08;25165;12310;11248;12716;6611;0.55;8.71;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3806.422;3806.094;2023-04-26T08:23:32.0Z;3;52.2632715;9.9289489;1.8;5086.9;75.6;8;5133.1;10.3;-15.5;-16.5;524.3;25.05;4322;6313;15768;5244;20078;0.49;8.71;3.29;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3808.422;3808.090;2023-04-26T08:23:34.0Z;3;52.2631299;9.9295121;1.6;5099.7;72.4;9;5145.9;10.3;-15.6;-16.5;523.2;24.66;25165;10740;14793;5053;3566;0.54;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3810.422;3810.085;2023-04-26T08:23:36.0Z;3;52.2629834;9.9300218;1.6;5112.4;68.7;9;5158.6;10.3;-16.0;-17.0;522.2;23.93;25165;3859;7419;14194;16344;0.56;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3812.422;3812.079;2023-04-26T08:23:38.0Z;3;52.2628022;9.9305608;1.6;5121.2;82.9;9;5167.4;10.1;-16.6;-17.3;521.4;23.26;7175;5133;12034;18909;24501;0.50;8.72;3.29;5.05;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3814.422;3814.074;2023-04-26T08:23:40.0Z;3;52.2625821;9.9311979;1.6;5129.0;92.3;9;5175.2;10.1;-16.8;-17.4;520.8;22.85;25165;17816;19704;11735;4353;0.54;8.71;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3816.422;3816.068;2023-04-26T08:23:42.0Z;3;52.2623642;9.9317876;2.2;5140.1;77.8;8;5186.3;10.1;-16.8;-17.5;520.0;22.83;25165;14704;25165;1854;12539;1.73;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3818.422;3818.061;2023-04-26T08:23:44.0Z;3;52.2621407;9.9322649;1.6;5150.4;71.3;9;5196.6;10.1;-16.8;-17.6;519.3;21.99;25165;24502;17937;16749;18707;0.53;8.71;3.29;5.05;0.409;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3820.422;3820.056;2023-04-26T08:23:46.0Z;3;52.2618977;9.9326775;1.6;5160.1;70.2;9;5206.2;10.1;-16.8;-17.7;518.6;22.08;25165;2910;25165;13850;8607;2.01;8.73;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3822.422;3822.050;2023-04-26T08:23:48.0Z;3;52.2616840;9.9331104;1.6;5171.8;67.6;9;5218.0;10.1;-16.5;-17.6;518.0;21.81;25165;14581;10776;20594;2489;0.94;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3824.422;3824.047;2023-04-26T08:23:50.0Z;3;52.2615148;9.9335693;1.6;5182.0;63.9;9;5228.2;10.1;-16.3;-17.6;517.2;21.33;25165;13196;19902;20287;9955;0.54;8.72;3.29;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3826.422;3826.041;2023-04-26T08:23:52.0Z;3;52.2613668;9.9340168;1.6;5189.9;61.8;9;5236.1;10.0;-16.5;-17.4;516.7;20.53;25165;19095;13514;16258;8382;0.55;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3828.422;3828.038;2023-04-26T08:23:54.0Z;3;52.2611934;9.9344514;1.6;5199.7;65.8;9;5245.9;10.0;-16.7;-17.6;515.9;19.97;25165;10149;22751;14880;1990;0.56;8.73;3.30;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3830.422;3830.032;2023-04-26T08:23:56.0Z;3;52.2609932;9.9348851;1.6;5209.2;66.0;9;5255.4;10.0;-17.1;-17.9;515.2;19.91;25165;5628;23246;25006;4354;0.54;8.72;3.29;5.05;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3832.422;3832.028;2023-04-26T08:23:58.0Z;3;52.2607730;9.9352932;1.6;5218.4;68.4;9;5264.6;10.0;-17.1;-17.9;514.4;19.45;25165;13500;17559;736;13697;0.70;8.72;3.30;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3834.422;3834.025;2023-04-26T08:24:00.0Z;3;52.2605180;9.9357337;1.6;5228.4;79.8;9;5274.5;10.0;-16.6;-17.7;513.6;19.26;25165;19195;6143;3873;18609;0.55;8.71;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3836.422;3836.019;2023-04-26T08:24:02.0Z;3;52.2602486;9.9362648;1.6;5238.4;88.2;9;5284.6;10.0;-16.5;-17.6;513.1;18.99;25165;4842;22460;21567;914;0.57;8.71;3.29;5.05;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3838.422;3838.016;2023-04-26T08:24:04.0Z;3;52.2600054;9.9368587;1.6;5247.8;87.4;9;5294.0;10.0;-16.3;-17.5;512.3;18.45;25165;9460;15380;1413;16836;0.84;8.72;3.29;5.06;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3840.422;3840.012;2023-04-26T08:24:06.0Z;3;52.2597783;9.9374497;1.6;5255.2;84.1;9;5301.4;9.9;-16.6;-17.6;512.0;17.58;25165;17521;17049;16748;20570;0.51;8.71;3.29;5.06;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3842.422;3842.007;2023-04-26T08:24:08.0Z;3;52.2595402;9.9380120;1.6;5263.2;84.0;9;5309.3;10.0;-16.7;-17.7;511.3;17.24;25165;10443;11643;16354;23420;0.53;8.72;3.29;5.05;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3844.423;3844.003;2023-04-26T08:24:10.0Z;3;52.2592763;9.9385528;1.6;5272.9;85.1;9;5319.1;9.9;-16.8;-17.8;510.7;16.87;25165;15360;22656;825;321;0.53;8.71;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3846.423;3846.000;2023-04-26T08:24:12.0Z;3;52.2589984;9.9390625;1.6;5283.2;81.4;9;5329.3;9.9;-16.8;-17.7;509.8;17.13;25165;19489;6830;8787;4354;0.62;8.72;3.29;5.06;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3848.423;3847.996;2023-04-26T08:24:14.0Z;3;52.2587444;9.9394951;1.6;5293.3;67.3;9;5339.5;9.9;-17.0;-17.8;509.1;16.74;25165;15457;10465;6033;10743;0.54;8.72;3.29;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3850.423;3849.992;2023-04-26T08:24:16.0Z;3;52.2585459;9.9399040;1.6;5304.6;63.7;9;5350.8;10.0;-17.5;-18.0;508.5;16.42;25165;9462;7322;12425;17133;0.53;8.72;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3852.423;3851.989;2023-04-26T08:24:18.0Z;3;52.2583726;9.9403895;1.6;5316.3;74.6;9;5362.5;9.9;-17.5;-18.1;507.6;15.95;25165;21650;11349;9474;8578;0.53;8.72;3.30;5.06;0.409;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3854.423;3853.983;2023-04-26T08:24:20.0Z;3;52.2581826;9.9409910;1.6;5328.3;89.3;9;5374.5;10.0;-17.5;-18.0;506.8;15.90;25165;19489;23246;15374;10742;0.53;8.71;3.30;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3856.423;3855.980;2023-04-26T08:24:22.0Z;3;52.2579277;9.9416147;1.8;5339.7;93.6;8;5385.9;9.9;-17.8;-18.4;506.0;16.25;25165;2001;21107;7623;14785;1.11;8.71;3.30;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3858.423;3857.974;2023-04-26T08:24:24.0Z;3;52.2576346;9.9421762;1.6;5350.8;87.9;9;5396.9;9.9;-18.1;-18.9;505.2;16.00;25165;21166;2318;6928;20969;0.77;8.71;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3860.423;3859.971;2023-04-26T08:24:26.0Z;3;52.2573555;9.9427111;1.6;5359.4;86.1;9;5405.6;9.9;-18.3;-19.1;504.4;16.08;25165;11723;7027;5741;22245;0.56;8.71;3.29;5.06;0.410;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3862.423;3861.967;2023-04-26T08:24:28.0Z;3;52.2570778;9.9432591;1.6;5367.6;87.7;9;5413.8;9.9;-18.2;-18.9;503.9;16.16;25165;7104;14696;433;10154;0.56;8.72;3.29;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3864.423;3863.963;2023-04-26T08:24:30.0Z;3;52.2567909;9.9437829;1.6;5377.3;85.1;9;5423.5;9.9;-18.1;-18.9;503.2;16.16;25165;22253;19533;3987;22251;0.77;8.71;3.29;5.06;0.411;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3866.423;3865.958;2023-04-26T08:24:32.0Z;3;52.2565066;9.9442947;1.6;5385.4;85.4;9;5431.5;9.9;-18.0;-18.7;502.6;16.38;25165;11036;21773;14097;15758;0.57;8.71;3.29;5.06;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3868.423;3867.954;2023-04-26T08:24:34.0Z;3;52.2562254;9.9448393;2.2;5392.2;89.2;8;5438.4;9.8;-17.8;-18.6;502.1;16.57;25165;18507;14499;7609;13891;0.58;8.71;3.29;5.05;0.410;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3870.423;3869.949;2023-04-26T08:24:36.0Z;3;52.2559497;9.9453955;1.6;5400.2;85.7;9;5446.4;9.8;-17.6;-18.4;501.7;16.62;25165;1606;3502;7520;24511;0.57;8.71;3.29;5.06;0.411;0.377;0.354;1;0.000;1;0.000;0;0.002;0;0.002
3872.423;3871.945;2023-04-26T08:24:38.0Z;3;52.2556846;9.9458766;1.6;5409.6;74.2;9;5455.8;9.8;-17.5;-18.4;501.2;17.21;25165;10578;25165;4707;10475;2.35;8.71;3.29;5.06;0.411;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3874.423;3873.940;2023-04-26T08:24:40.0Z;3;52.2554537;9.9463004;1.6;5419.6;67.8;9;5465.7;9.8;-17.3;-18.3;500.6;16.69;25165;10053;147;4857;23523;0.66;8.72;3.29;5.05;0.411;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3876.423;3875.934;2023-04-26T08:24:42.0Z;3;52.2552683;9.9467686;1.6;5431.2;72.0;9;5477.4;9.8;-17.5;-18.3;499.7;16.21;25165;4938;3090;17140;8970;0.53;8.71;3.29;5.06;0.411;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3878.425;3877.931;2023-04-26T08:24:44.0Z;3;52.2550927;9.9473485;1.6;5442.6;84.7;9;5488.8;9.8;-17.8;-18.6;499.0;16.11;25165;12114;18327;7310;1500;0.51;8.71;3.29;5.06;0.410;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3880.425;3879.925;2023-04-26T08:24:46.0Z;3;52.2549019;9.9479795;1.6;5452.8;87.5;9;5499.0;9.8;-18.3;-19.0;498.2;15.93;25165;11525;13021;25006;7005;0.53;8.71;3.29;5.05;0.411;0.377;0.356;1;0.000;1;0.000;0;0.002;0;0.002
3882.425;3881.920;2023-04-26T08:24:48.0Z;3;52.2546924;9.9486170;1.6;5462.5;90.5;9;5508.7;9.6;-18.7;-19.5;497.4;15.76;25165;19194;24721;16062;3172;0.55;8.70;3.29;5.06;0.411;0.377;0.355;1;0.000;1;0.000;0;0.002;0;0.002
3884.425;3883.916;2023-04-26T08:24:50.0Z;3;52.2544323;9.9492384;1.6;5473.9;93.3;9;5520.1;9.6;-18.7;-19.5;496.4;16.33;25165;19994;9608;20799;14585;0.89;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3886.425;3885.911;2023-04-26T08:24:52.0Z;3;52.2541579;9.9498058;1.6;5487.4;84.2;9;5533.6;9.8;-18.9;-19.7;495.6;16.13;25165;3761;3784;6331;10251;0.61;8.71;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3888.425;3887.905;2023-04-26T08:24:54.0Z;3;52.2539465;9.9503793;1.6;5499.4;83.0;9;5545.6;9.6;-18.8;-19.8;494.8;16.18;25165;21162;15975;7021;20869;0.61;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3890.425;3889.900;2023-04-26T08:24:56.0Z;3;52.2537735;9.9510635;1.6;5507.4;96.7;9;5553.6;9.6;-18.6;-19.5;493.9;15.75;25165;9755;16460;9179;22142;0.55;8.70;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3892.425;3891.896;2023-04-26T08:24:58.0Z;3;52.2535657;9.9517913;1.6;5514.9;97.1;9;5561.1;9.6;-18.6;-19.5;493.9;16.17;25165;18704;22954;22846;10941;0.62;8.70;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3894.425;3893.891;2023-04-26T08:25:00.0Z;3;52.2533469;9.9524343;1.6;5521.9;84.7;9;5568.1;9.6;-18.4;-19.4;493.2;16.22;25165;13993;19233;6441;2097;0.64;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3896.425;3895.887;2023-04-26T08:25:02.0Z;3;52.2531628;9.9530346;1.6;5531.3;83.2;9;5577.5;9.5;-18.4;-19.4;492.6;15.64;25165;20176;241;19501;17523;0.51;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3898.425;3897.882;2023-04-26T08:25:04.0Z;3;52.2529514;9.9536791;1.6;5542.2;95.0;9;5588.4;9.6;-18.6;-19.6;491.8;15.55;25165;5236;14204;18915;23816;0.58;8.71;3.29;5.05;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3900.425;3899.878;2023-04-26T08:25:06.0Z;3;52.2526658;9.9543028;1.6;5552.5;93.8;9;5598.7;9.6;-18.8;-19.7;491.2;16.01;25165;19594;14804;5553;16055;0.59;8.71;3.29;5.06;0.410;0.377;0.358;1;0.000;1;0.000;0;0.002;0;0.002
3902.425;3901.873;2023-04-26T08:25:08.0Z;3;52.2523719;9.9548471;1.8;5561.2;84.8;8;5607.4;9.5;-18.8;-19.8;490.4;15.45;25165;13099;4766;1514;13494;0.57;8.71;3.29;5.06;0.409;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3904.425;3903.867;2023-04-26T08:25:10.0Z;3;52.2521138;9.9553930;1.6;5569.9;86.9;9;5616.1;9.6;-18.7;-19.8;489.9;15.82;25165;15466;17952;5161;4161;0.85;8.71;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3906.425;3905.862;2023-04-26T08:25:12.0Z;3;52.2518740;9.9560361;1.6;5579.9;96.3;9;5626.1;9.6;-18.8;-19.8;489.1;15.95;25165;7892;1526;13411;4749;0.61;8.71;3.29;5.06;0.409;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3908.425;3907.856;2023-04-26T08:25:14.0Z;3;52.2516553;9.9567207;1.6;5590.3;92.1;9;5636.5;9.5;-18.8;-19.8;488.4;16.03;25165;9954;11157;19406;16934;0.91;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3910.425;3909.853;2023-04-26T08:25:16.0Z;3;52.2514734;9.9573298;1.6;5601.0;74.6;9;5647.2;9.5;-18.8;-19.9;487.8;15.41;25165;14180;19117;5544;16050;0.54;8.71;3.29;5.05;0.409;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3912.425;3911.847;2023-04-26T08:25:18.0Z;3;52.2512996;9.9578112;1.6;5612.5;67.6;9;5658.7;9.6;-19.1;-19.9;487.0;15.39;25165;6413;3290;11442;3760;0.55;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3914.425;3913.842;2023-04-26T08:25:20.0Z;3;52.2510539;9.9582770;1.6;5624.0;82.2;9;5670.2;9.6;-19.7;-20.4;486.4;15.25;25165;24605;20501;10268;25098;0.59;8.71;3.29;5.06;0.409;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3916.425;3915.838;2023-04-26T08:25:22.0Z;3;52.2507471;9.9588009;1.6;5635.0;93.6;9;5681.2;9.5;-20.2;-20.7;485.4;15.52;25165;15171;6155;14598;4947;0.60;8.71;3.29;5.05;0.409;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3918.425;3917.833;2023-04-26T08:25:24.0Z;3;52.2504419;9.9594036;1.6;5645.6;95.3;9;5691.8;9.5;-19.9;-20.6;484.6;15.59;25165;19887;18046;24720;5928;0.72;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3920.425;3919.829;2023-04-26T08:25:26.0Z;3;52.2501569;9.9600273;1.6;5654.2;95.5;9;5700.4;9.5;-19.9;-20.6;484.2;15.72;25165;14090;1241;12632;21856;0.65;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3922.425;3921.824;2023-04-26T08:25:28.0Z;3;52.2498774;9.9606665;1.6;5661.3;96.8;9;5707.5;9.5;-19.7;-20.5;483.6;15.83;25165;24922;25165;13349;22854;2.07;8.70;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3924.425;3923.818;2023-04-26T08:25:30.0Z;3;52.2495807;9.9612940;1.8;5669.0;95.2;8;5715.2;9.4;-19.8;-20.6;483.1;15.56;25165;20590;23968;6554;22157;0.64;8.71;3.29;5.06;0.410;0.377;0.358;1;0.000;1;0.000;0;0.002;0;0.002
3926.425;3925.813;2023-04-26T08:25:32.0Z;3;52.2492751;9.9618754;1.6;5676.6;93.4;9;5722.8;9.4;-19.4;-20.5;482.6;16.11;25165;23227;7817;14591;22541;0.69;8.70;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3928.425;3927.809;2023-04-26T08:25:34.0Z;3;52.2489720;9.9624331;2.2;5685.4;90.8;8;5731.6;9.5;-19.8;-20.6;482.1;16.29;25165;15167;7327;9086;11728;0.61;8.71;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3930.425;3929.804;2023-04-26T08:25:36.0Z;3;52.2486760;9.9629823;1.6;5695.5;90.2;9;5741.7;9.4;-20.1;-20.6;481.6;16.42;25165;15559;21383;6432;17036;0.60;8.70;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3932.425;3931.798;2023-04-26T08:25:38.0Z;3;52.2483714;9.9635221;1.6;5703.5;90.3;9;5749.7;9.4;-19.8;-20.5;480.7;16.55;25165;3670;24539;13124;7995;0.66;8.71;3.30;5.06;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3934.427;3933.793;2023-04-26T08:25:40.0Z;3;52.2480678;9.9640222;1.6;5711.1;82.8;9;5757.3;9.4;-19.2;-20.2;480.2;16.93;25165;1994;1036;21571;21755;0.60;8.71;3.29;5.06;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3936.425;3935.789;2023-04-26T08:25:42.0Z;3;52.2478103;9.9644814;1.6;5720.2;73.0;9;5766.4;9.4;-19.7;-20.3;479.9;16.86;25165;125;11157;3186;717;0.59;8.70;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3938.425;3937.784;2023-04-26T08:25:44.0Z;3;52.2476091;9.9649885;1.6;5729.9;76.4;9;5776.1;9.3;-20.1;-20.3;479.1;16.59;25165;19195;12435;24616;5925;0.59;8.71;3.29;5.06;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3940.425;3939.780;2023-04-26T08:25:46.0Z;3;52.2474178;9.9655764;1.6;5741.2;86.7;9;5787.4;9.1;-20.1;-20.4;478.2;16.68;25165;9165;2304;5935;9952;0.53;8.70;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3942.427;3941.777;2023-04-26T08:25:48.0Z;3;52.2471913;9.9662147;1.6;5754.0;93.6;9;5800.2;9.4;-20.1;-20.5;477.6;16.74;25165;10680;25165;10910;6842;1.65;8.71;3.29;5.05;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3944.427;3943.773;2023-04-26T08:25:50.0Z;3;52.2469231;9.9668151;1.6;5767.6;88.5;9;5813.8;9.4;-20.2;-20.8;476.8;17.21;25165;22940;11665;14110;4851;0.77;8.71;3.30;5.06;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3946.427;3945.768;2023-04-26T08:25:52.0Z;3;52.2466448;9.9673178;1.6;5779.4;80.4;9;5825.6;9.4;-20.1;-20.8;475.6;17.42;25165;13299;8016;13806;21854;0.62;8.71;3.29;5.06;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3948.427;3947.764;2023-04-26T08:25:54.0Z;3;52.2463520;9.9678027;1.6;5790.1;88.5;9;5836.3;9.4;-20.2;-20.8;475.1;16.93;25165;22833;12338;730;16641;0.60;8.70;3.29;5.05;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3950.427;3949.760;2023-04-26T08:25:56.0Z;3;52.2460256;9.9683705;1.6;5798.3;100.8;9;5844.6;9.4;-20.2;-20.8;474.5;17.46;25165;9468;2908;16758;12221;0.61;8.70;3.29;5.06;0.411;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3952.427;3951.755;2023-04-26T08:25:58.0Z;3;52.2456894;9.9689896;1.6;5806.0;101.8;9;5852.2;9.3;-20.3;-21.0;474.0;17.40;25165;535;22200;16875;8592;1.00;8.70;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3954.427;3953.751;2023-04-26T08:26:00.0Z;3;52.2454035;9.9696262;1.6;5815.7;92.8;9;5861.9;9.3;-20.3;-21.0;473.4;17.49;25165;10349;18533;4466;13103;0.64;8.70;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3956.427;3955.746;2023-04-26T08:26:02.0Z;3;52.2451812;9.9702613;1.6;5826.5;88.5;9;5872.7;9.4;-20.4;-21.0;472.5;17.54;25165;7319;23776;21595;24617;0.75;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3958.427;3957.742;2023-04-26T08:26:04.0Z;3;52.2449744;9.9708944;1.6;5835.9;87.9;9;5882.1;9.1;-20.4;-21.2;472.0;17.16;25165;14082;3978;4364;16344;0.52;8.70;3.29;5.06;0.409;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3960.427;3959.737;2023-04-26T08:26:06.0Z;3;52.2447745;9.9714994;1.6;5844.3;81.0;9;5890.5;9.1;-20.6;-21.3;471.5;17.74;25165;13594;12045;18130;15759;0.60;8.70;3.29;5.05;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3962.427;3961.733;2023-04-26T08:26:08.0Z;3;52.2445767;9.9720315;1.6;5851.0;73.4;9;5897.2;9.3;-20.2;-21.1;470.8;17.46;25165;19784;16463;15178;14575;0.58;8.70;3.29;5.06;0.410;0.377;0.358;1;0.000;1;0.000;0;0.002;0;0.002
3964.427;3963.728;2023-04-26T08:26:10.0Z;3;52.2443590;9.9725257;1.6;5859.0;77.4;9;5905.2;9.1;-20.6;-21.2;470.5;17.34;25165;2088;23342;16945;7298;0.53;8.71;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
3966.427;3965.722;2023-04-26T08:26:12.0Z;3;52.2440965;9.9730320;1.6;5866.9;84.8;9;5913.1;9.1;-20.7;-21.3;470.0;17.48;25165;17131;7913;16163;18213;0.56;8.70;3.29;5.06;0.410;0.377;0.358;1;0.000;1;0.000;0;0.002;0;0.002
3968.427;3967.717;2023-04-26T08:26:14.0Z;3;52.2438007;9.9735448;1.6;5875.5;87.7;9;5921.7;9.3;-21.2;-21.6;469.3;17.94;25165;19496;10578;13712;19594;0.62;8.70;3.29;5.06;0.410;0.377;0.357;1;0.000;1;0.000;0;0.002;0;0.002
