# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{info:{board_id:4,id_str:'STRATO4 Version 1.3',serial:'916',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',v_ma:'1',v_mi:'3'},sw_version:{v_ma:'2',v_mi:'0',v_pa:'0',v_info:'STD',bt_t:'16:27:48',bt_d:'May 14 2022'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
6.307;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.5;55.89;8652;7373;7766;20742;3048;0.01;8.79;3.29;5.04;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
8.307;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.5;9.3;8.5;1010.5;56.03;20350;11108;13075;23691;8160;0.01;8.78;3.29;5.04;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
10.305;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.5;56.16;395;6390;4424;16712;1;0.00;8.78;3.29;5.03;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
12.305;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.5;56.29;23397;6193;3539;15729;4916;0.00;8.78;3.29;5.03;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
14.305;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.5;9.3;8.5;1010.7;56.43;19073;17695;23003;5407;1082;0.01;8.77;3.29;5.03;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
16.306;0.000;2015-10-21T07:20:15.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.5;9.1;8.5;1010.6;56.59;21236;22905;9634;14844;11404;0.01;8.77;3.29;5.03;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
18.306;0.000;2015-10-21T07:20:17.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.5;9.3;8.5;1010.6;56.72;3052;6390;18286;6981;8947;0.01;8.77;3.29;5.04;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
20.306;0.000;2015-10-21T07:20:19.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.5;9.3;8.4;1010.7;56.91;16622;10520;10522;3345;15928;0.03;8.76;3.29;5.03;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
22.306;0.000;2023-04-26T07:20:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.4;8.5;1010.4;57.08;2467;18385;1085;15731;24579;0.04;8.77;3.29;5.04;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
24.306;0.000;2023-04-26T07:20:23.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.4;8.5;1010.4;57.23;3350;12093;19467;4229;19565;0.04;8.77;3.29;5.03;0.000;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
26.306;0.000;2023-04-26T07:20:25.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.3;57.36;19176;20055;17009;11995;17500;0.03;8.76;3.29;5.03;0.002;0.000;0.000;1;0.000;1;0.000;0;0.002;0;0.002
28.306;0.000;2023-04-26T07:20:27.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.4;57.43;15044;20251;2951;21529;2361;0.01;8.76;3.29;5.03;0.003;0.003;0.000;1;0.000;1;0.000;0;0.002;0;0.002
30.307;0.000;2023-04-26T07:20:29.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.5;57.52;23599;10126;691;21333;23791;0.03;8.97;3.29;5.06;0.003;0.003;0.000;1;0.000;1;0.000;0;0.002;0;0.002
32.307;0.000;2023-04-26T07:20:30.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.3;57.56;6494;6981;18188;14747;5114;0.03;8.97;3.29;5.06;0.003;0.003;0.000;1;0.000;1;0.000;0;0.002;0;0.002
34.307;0.000;2023-04-26T07:20:33.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.6;57.52;9541;21136;22513;24577;13961;0.02;8.97;3.29;5.06;0.006;0.005;0.000;1;0.000;1;0.000;0;0.002;0;0.002
36.307;0.000;2023-04-26T07:20:35.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.1;8.4;1010.5;57.56;21141;24478;3541;1771;14059;0.02;8.98;3.29;5.06;0.006;0.006;0.000;1;0.000;1;0.000;0;0.002;0;0.002
38.307;0.000;2023-04-26T07:20:37.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.4;1010.5;57.55;20945;12879;4918;5703;16812;0.02;8.99;3.29;5.06;0.006;0.006;0.000;1;0.000;1;0.000;0;0.002;0;0.002
40.307;0.000;2023-04-26T07:20:39.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.4;1010.5;57.61;1676;1770;14845;10913;5506;0.02;8.98;3.29;5.06;0.009;0.006;0.000;1;0.000;1;0.000;0;0.002;0;0.002
42.307;0.000;2023-04-26T07:20:41.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.4;1010.6;57.66;19370;21725;2361;22709;7866;0.02;8.97;3.29;5.06;0.009;0.009;0.000;1;0.000;1;0.000;0;0.002;0;0.002
44.307;0.000;2023-04-26T07:20:43.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.4;1010.4;57.65;23597;12780;2459;12191;23299;0.02;8.98;3.29;5.05;0.009;0.009;0.000;1;0.000;1;0.000;0;0.002;0;0.002
46.307;0.000;2023-04-26T07:20:45.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.3;57.72;16419;4719;17892;21725;25069;0.02;8.98;3.29;5.06;0.011;0.009;0.000;1;0.000;1;0.000;0;0.002;0;0.002
48.307;0.000;2023-04-26T07:20:47.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.5;1010.7;57.80;10424;984;8947;3147;8259;0.02;8.97;3.29;5.06;0.012;0.011;0.000;1;0.000;1;0.000;0;0.002;0;0.002
50.308;0.000;2023-04-26T07:20:49.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.5;57.81;6000;8258;23987;2065;20448;0.02;8.98;3.29;5.05;0.012;0.012;0.000;1;0.000;1;0.000;0;0.002;0;0.002
52.307;0.000;2023-04-26T07:20:51.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.4;8.5;1010.6;57.83;22419;1967;9046;15140;6392;0.02;8.98;3.29;5.06;0.012;0.012;0.000;1;0.000;1;0.000;0;0.002;0;0.002
54.307;0.000;2023-04-26T07:20:53.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.5;1010.6;57.76;6297;4621;13765;17205;21727;0.02;8.99;3.29;5.06;0.016;0.012;0.000;1;0.000;1;0.000;0;0.002;0;0.002
56.307;0.000;2023-04-26T07:20:55.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.5;57.71;4922;9537;24578;297;18581;0.03;8.98;3.29;5.05;0.016;0.016;0.002;1;0.000;1;0.000;0;0.002;0;0.002
58.307;0.000;2023-04-26T07:20:57.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.6;9.3;8.5;1010.4;57.64;21534;22709;6490;18188;6489;0.02;8.99;3.29;5.06;0.016;0.016;0.003;1;0.000;1;0.000;0;0.002;0;0.002
60.307;0.000;2023-04-26T07:20:59.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.6;57.74;8853;24085;5311;9045;6195;0.03;8.97;3.29;5.06;0.018;0.016;0.003;1;0.000;1;0.000;0;0.002;0;0.002
62.307;0.000;2023-04-26T07:21:01.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.5;57.74;22616;17597;11111;887;24086;0.03;8.98;3.29;5.05;0.019;0.016;0.003;1;0.000;1;0.000;0;0.002;0;0.002
64.308;0.000;2023-04-26T07:21:03.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.4;8.5;1010.6;57.76;7377;7177;21628;8553;20252;0.01;8.99;3.29;5.06;0.019;0.019;0.003;1;0.000;1;0.000;0;0.002;0;0.002
66.308;0.000;2023-04-26T07:21:05.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.4;8.5;1010.5;57.79;8165;4621;14944;18188;16811;0.02;8.98;3.29;5.06;0.019;0.019;0.003;1;0.000;1;0.000;0;0.002;0;0.002
68.308;0.000;2023-04-26T07:21:07.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.5;57.75;24384;13665;12880;1574;100;0.03;8.97;3.29;5.05;0.022;0.019;0.003;1;0.000;1;0.000;0;0.002;0;0.002
70.308;0.000;2023-04-26T07:21:09.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.5;1010.5;57.63;1971;16516;15239;24970;7669;0.01;8.97;3.29;5.06;0.022;0.022;0.006;1;0.000;1;0.000;0;0.002;0;0.002
72.308;0.000;2023-04-26T07:21:11.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.5;57.62;18389;7767;20351;21235;2558;0.03;8.98;3.29;5.06;0.022;0.022;0.006;1;0.000;1;0.000;0;0.002;0;0.002
74.308;0.000;2023-04-26T07:21:13.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.5;57.49;11210;8160;2852;4129;23790;0.01;8.97;3.29;5.05;0.025;0.022;0.006;1;0.000;1;0.000;0;0.002;0;0.002
76.308;0.000;2023-04-26T07:21:15.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.4;8.5;1010.6;57.38;17107;17793;22414;5800;13272;0.01;8.98;3.29;5.06;0.026;0.025;0.006;1;0.000;1;0.000;0;0.002;0;0.002
78.308;0.000;2023-04-26T07:21:17.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.5;1010.5;57.37;16123;5210;99;14254;5899;0.00;8.98;3.29;5.06;0.025;0.025;0.006;1;0.000;1;0.000;0;0.002;0;0.002
80.308;0.000;2023-04-26T07:21:18.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.4;1010.5;57.31;16222;10125;10126;23495;15533;0.00;8.99;3.29;5.06;0.029;0.025;0.006;1;0.000;1;0.000;0;0.002;0;0.002
82.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.5;1010.6;57.42;12585;19857;5211;14254;13370;0.01;8.98;3.29;5.06;0.029;0.025;0.006;1;0.000;1;0.000;0;0.002;0;0.002
84.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.3;8.5;1010.5;57.58;23989;2458;20644;2163;5801;0.01;8.99;3.29;5.06;0.029;0.029;0.009;1;0.000;1;0.000;0;0.002;0;0.002
86.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.4;1010.6;57.59;15240;9143;5408;5112;9831;0.01;8.98;3.29;5.06;0.029;0.029;0.009;1;0.000;1;0.000;0;0.002;0;0.002
88.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.3;8.4;1010.5;57.67;11419;18190;3841;6099;8753;0.05;8.97;3.29;5.06;0.032;0.029;0.009;1;0.000;1;0.000;0;0.002;0;0.002
90.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.4;1010.4;57.71;13274;8356;4032;3736;19170;0.05;8.98;3.29;5.06;0.032;0.029;0.009;1;0.000;1;0.000;0;0.002;0;0.002
92.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.4;1010.7;57.51;15143;5211;23988;14157;21235;0.02;8.98;3.29;5.06;0.032;0.031;0.009;1;0.000;1;0.000;0;0.002;0;0.002
94.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.7;9.1;8.3;1010.6;57.32;14948;23692;6687;14452;15140;0.03;8.97;3.29;5.06;0.032;0.032;0.009;1;0.000;1;0.000;0;0.002;0;0.002
96.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.3;8.3;1010.6;57.35;20749;18875;17107;15239;6981;0.03;8.97;3.29;5.06;0.035;0.032;0.010;1;0.000;1;0.000;0;0.002;0;0.002
98.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.3;1010.5;57.34;22223;24970;17205;7473;9340;0.03;8.98;3.29;5.06;0.035;0.032;0.012;1;0.000;1;0.000;0;0.002;0;0.002
100.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.3;8.3;1010.5;57.37;24875;7865;2066;18089;1083;0.03;8.98;3.29;5.06;0.035;0.035;0.012;1;0.000;1;0.000;0;0.002;0;0.002
102.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.0;8.3;1010.5;57.31;15045;6489;23791;13567;17303;0.02;8.98;3.29;5.06;0.035;0.035;0.012;1;0.000;1;0.000;0;0.002;0;0.002
104.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.3;1010.6;57.22;16322;18875;24380;1;7276;0.01;8.97;3.29;5.06;0.038;0.035;0.012;1;0.000;1;0.000;0;0.002;0;0.002
106.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.3;1010.5;57.17;5410;3441;22709;6194;15631;0.01;8.97;3.29;5.06;0.038;0.035;0.012;1;0.000;1;0.000;0;0.002;0;0.002
108.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.3;8.3;1010.5;57.10;22220;7766;4720;11895;1672;0.01;8.98;3.29;5.06;0.038;0.038;0.012;1;0.000;1;0.000;0;0.002;0;0.002
110.308;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.3;1010.5;57.05;15142;14058;13862;16614;22709;0.01;8.98;3.29;5.06;0.041;0.038;0.012;1;0.000;1;0.000;0;0.002;0;0.002
112.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.3;1010.5;57.08;298;10814;5211;13862;1574;0.02;8.97;3.29;5.06;0.041;0.038;0.016;1;0.000;1;0.000;0;0.002;0;0.002
114.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.3;1010.4;56.91;297;22708;9634;21136;18482;0.01;8.98;3.29;5.06;0.041;0.038;0.016;1;0.000;1;0.000;0;0.002;0;0.002
116.311;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.3;1010.5;56.85;22416;1868;19072;3933;19072;0.01;8.98;3.29;5.06;0.041;0.041;0.016;1;0.000;1;0.000;0;0.002;0;0.002
118.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.2;1010.3;56.74;5310;7471;5112;21430;10028;0.01;8.98;3.29;5.06;0.045;0.041;0.016;1;0.000;1;0.000;0;0.002;0;0.002
120.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.0;8.2;1010.6;56.66;7178;17105;1868;15237;3343;0.01;8.97;3.29;5.06;0.045;0.041;0.016;1;0.000;1;0.000;0;0.002;0;0.002
122.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.0;8.2;1010.4;56.59;23005;9142;12190;3539;19661;0.01;8.98;3.29;5.06;0.045;0.041;0.016;1;0.000;1;0.000;0;0.002;0;0.002
124.310;0.000;2023-04-26T07:21:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.0;8.2;1010.5;56.58;14846;17891;4719;18383;394;0.01;8.98;3.29;5.06;0.045;0.045;0.016;1;0.000;1;0.000;0;0.002;0;0.002
126.307;0.000;2023-04-26T07:22:05.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.0;8.2;1010.4;56.53;18190;14844;23791;4916;3048;0.01;8.98;3.29;5.06;0.047;0.045;0.018;1;0.000;1;0.000;0;0.002;0;0.002
128.306;0.000;2023-04-26T07:22:07.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.2;1010.5;56.56;24577;4915;2753;19169;22217;0.01;8.97;3.29;5.05;0.048;0.045;0.019;1;0.000;1;0.000;0;0.002;0;0.002
130.307;0.000;2023-04-26T07:22:09.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.0;8.2;1010.5;56.59;10915;2949;24872;9143;13468;0.01;8.98;3.29;5.06;0.048;0.045;0.019;1;0.000;1;0.000;0;0.002;0;0.002
132.307;0.000;2023-04-26T07:22:11.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.2;1010.5;56.75;15142;10322;3540;8651;11503;0.01;8.98;3.29;5.05;0.050;0.047;0.019;1;0.000;1;0.000;0;0.002;0;0.002
134.307;0.000;2023-04-26T07:22:13.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.1;1010.7;56.83;17303;10125;11698;24281;19760;0.01;8.97;3.29;5.05;0.051;0.048;0.019;1;0.000;1;0.000;0;0.002;0;0.002
136.307;0.000;2023-04-26T07:22:15.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.1;1010.4;56.78;12682;3932;24674;13074;4424;0.00;8.98;3.29;5.06;0.051;0.048;0.019;1;0.000;1;0.000;0;0.002;0;0.002
138.307;0.000;2023-04-26T07:22:17.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.0;8.0;1010.4;56.75;10126;3146;24183;12583;1082;0.00;8.98;3.29;5.06;0.051;0.048;0.019;1;0.000;1;0.000;0;0.002;0;0.002
140.307;0.000;2023-04-26T07:22:19.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.0;1010.5;56.78;8062;10518;9536;19857;10913;0.00;8.98;3.29;5.05;0.053;0.051;0.020;1;0.000;1;0.000;0;0.002;0;0.002
142.307;0.000;2023-04-26T07:22:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;8.9;8.0;1010.6;56.85;4621;2163;21725;10420;7373;0.01;8.97;3.29;5.06;0.054;0.051;0.022;1;0.000;1;0.000;0;0.002;0;0.002
144.307;0.000;2023-04-26T07:22:23.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;8.9;8.0;1010.5;56.93;16320;12190;12485;22315;4720;0.00;8.97;3.29;5.06;0.054;0.051;0.022;1;0.000;1;0.000;0;0.002;0;0.002
146.307;0.000;2023-04-26T07:22:25.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.1;1010.2;57.03;13370;3637;24969;13861;2655;0.00;8.98;3.29;5.05;0.054;0.051;0.022;1;0.000;1;0.000;0;0.002;0;0.002
148.307;0.000;2023-04-26T07:22:27.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.1;1010.5;57.05;23398;12288;14746;0;22512;0.00;8.97;3.29;5.06;0.054;0.054;0.022;1;0.000;1;0.000;0;0.002;0;0.002
150.307;0.000;2023-04-26T07:22:29.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.1;1010.5;57.10;9146;20644;7374;9045;11011;0.03;8.97;3.29;5.06;0.058;0.054;0.022;1;0.000;1;0.000;0;0.002;0;0.002
152.307;0.000;2023-04-26T07:22:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.1;1010.4;57.30;24089;21922;12486;13665;591;0.02;8.97;3.29;5.05;0.058;0.054;0.023;1;0.000;1;0.000;0;0.002;0;0.002
154.307;0.000;2023-04-26T07:22:33.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.1;1010.6;57.37;5317;8456;9146;9636;13863;0.03;8.96;3.29;5.06;0.058;0.054;0.025;1;0.000;1;0.000;0;0.002;0;0.002
156.307;0.000;2023-04-26T07:22:35.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.1;1010.3;57.56;19777;9244;12001;3250;2560;0.09;8.97;3.29;5.06;0.058;0.055;0.025;1;0.000;1;0.000;0;0.002;0;0.002
158.307;0.000;2023-04-26T07:22:37.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.0;8.1;1010.5;57.42;22041;13276;1877;24287;22812;0.09;8.98;3.29;5.06;0.061;0.058;0.025;1;0.000;1;0.000;0;0.002;0;0.002
160.307;0.000;2023-04-26T07:22:39.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.1;1010.7;57.47;7095;8753;2465;3348;7574;0.09;8.97;3.29;5.05;0.061;0.058;0.025;1;0.000;1;0.000;0;0.002;0;0.002
162.307;0.000;2023-04-26T07:22:41.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.1;8.2;1010.5;57.52;611;201;20456;2562;22517;0.08;8.98;3.29;5.06;0.061;0.058;0.025;1;0.000;1;0.000;0;0.002;0;0.002
164.308;0.000;2023-04-26T07:22:43.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;11.9;9.1;8.2;1010.5;57.43;18895;22123;16033;1776;12097;0.09;8.96;3.29;5.06;0.061;0.058;0.025;1;0.000;1;0.000;0;0.002;0;0.002
166.308;0.000;2023-04-26T07:22:45.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.3;8.3;1010.5;57.24;3165;16814;10920;17307;4429;0.07;8.97;3.29;5.05;0.064;0.061;0.025;1;0.000;1;0.000;0;0.002;0;0.002
168.308;0.000;2023-04-26T07:22:47.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.4;8.5;1010.5;57.05;2474;10424;10329;3446;16028;0.07;8.97;3.29;5.06;0.064;0.061;0.028;1;0.000;1;0.000;0;0.002;0;0.002
170.308;0.000;2023-04-26T07:22:49.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.0;9.4;8.5;1010.4;56.79;23214;13864;17996;22909;13078;0.06;8.98;3.29;5.06;0.064;0.061;0.029;1;0.000;1;0.000;0;0.002;0;0.002
172.308;0.000;2023-04-26T07:22:51.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.3;8.6;1010.5;56.63;2574;18387;19177;1480;19960;0.09;8.97;3.29;5.05;0.064;0.061;0.029;1;0.000;1;0.000;0;0.002;0;0.002
174.308;0.000;2023-04-26T07:22:53.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;12.1;9.4;8.6;1010.6;56.45;2082;7573;24387;7575;15438;0.07;8.97;3.29;5.06;0.067;0.063;0.029;1;0.000;1;0.000;0;0.002;0;0.002
176.308;0.000;2023-04-26T07:22:55.0Z;3;52.3263612;9.7435843;7.1;60.3;0.0;4;106.4;12.1;9.4;8.6;1010.4;56.51;20761;10523;1188;20748;18879;0.07;8.97;3.29;5.06;0.067;0.064;0.029;1;0.000;1;0.000;0;0.002;0;0.002
178.308;0.000;2023-04-26T07:22:57.0Z;3;52.3263979;9.7435974;7.1;54.8;0.2;4;100.9;12.1;9.4;8.6;1010.6;56.47;12017;12195;9349;9248;4037;0.09;8.98;3.29;5.06;0.067;0.064;0.029;1;0.000;1;0.000;0;0.002;0;0.002
180.308;179.676;2023-04-26T07:22:59.0Z;3;52.3264107;9.7436029;7.1;51.9;0.2;4;98.0;12.0;9.5;8.6;1010.6;56.27;21156;4526;9643;19765;17307;0.09;8.98;3.29;5.05;0.067;0.064;0.029;1;0.000;1;0.000;0;0.002;0;0.002
182.308;181.673;2023-04-26T07:23:01.0Z;3;52.3264021;9.7436012;7.1;53.4;0.2;4;99.5;12.1;9.5;8.6;1010.4;56.11;17812;1675;12493;14161;7771;0.08;8.98;3.29;5.06;0.068;0.064;0.029;1;0.000;1;0.000;0;0.002;0;0.002
184.308;183.669;2023-04-26T07:23:03.0Z;3;52.3264027;9.7436018;7.1;53.2;0.0;4;99.3;12.1;9.5;8.7;1010.4;56.06;119;24285;205;14457;13964;0.08;8.98;3.29;5.06;0.070;0.067;0.032;1;0.000;1;0.000;0;0.002;0;0.002
